,Opponent,Route,Pokémon,Level,Attack 1,Attack 2,Attack 3,Attack 4,IVS,EVS,Nature
96,Camper Flint,,Ekans,14.0,Wrap,Leer,Poison Sting,Bite,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
97,Youngster Chad,Route 25,Ekans,14.0,Wrap,Leer,Poison Sting,Bite,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
98,Youngster Chad,,Sandshrew,14.0,Scratch,Defense Curl,Sand-Attack,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
99,Lass Haley,Route 25,Oddish,13.0,Absorb,Sweet Scent,,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
100,Lass Haley,,Pidgey,13.0,Tackle,Sand-Attack,Gust,Quick Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
101,Lass Haley,,Oddish,13.0,Absorb,Sweet Scent,,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
102,Swimmer Luis,Cerulean City,Horsea,16.0,Bubble,SmokeScreen,Leer,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
103,Swimmer Luis,,Shellder,16.0,Tackle,Withdraw,Icicle Spear,Supersonic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
104,Picknicker Diana,Cerulean City,Goldeen,19.0,Tail Whip,Water Sport,Supersonic,Horn Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
105,Leader Misty,Cerulean City,Staryu,18.0,Tackle,Harden,Recover,Water Pulse,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
106,Leader Misty,,Starmie,21.0,Swift,Recover,Rapid Spin,Water Pulse,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
107,Team Rocket Grunt 6,Cerulean City,Machop,17.0,Low Kick,Leer,Focus Energy,Karate Chop,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
108,Team Rocket Grunt 6,,Drowzee,17.0,Hypnosis,Disable,Confusion,Headbutt,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
109,Bug Catcher Keigo,Route 6,Weedle,16.0,Poison Sting,String Shot,,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
110,Bug Catcher Keigo,,Caterpie,16.0,Tackle,String Shot,,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
111,Bug Catcher Keigo,,Weedle,16.0,Poison Sting,String Shot,,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
112,Camper Ricky,Route 6,Squirtle,20.0,Bubble,Withdraw,Water Gun,Bite,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
113,Picknicker Nancy,Route 6,Rattata,16.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
114,Picknicker Nancy,,Pikachu,16.0,Tail Whip,Thunder Wave,Quick Attack,Double Team,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
115,Bug Catcher Elijah,Route 6,Butterfree,20.0,PoisonPowder,Stun Spore,Sleep Powder,Supersonic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
116,Picknicker Isabelle,Route 6,Pidgey,16.0,Tackle,Sand-Attack,Gust,Quick Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
117,Picknicker Isabelle,,Pidgey,16.0,Tackle,Sand-Attack,Gust,Quick Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
118,Picknicker Isabelle,,Pidgey,16.0,Tackle,Sand-Attack,Gust,Quick Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
119,Camper Jeff,Route 6,Spearow,16.0,Peck,Growl,Leer,Fury Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
120,Camper Jeff,,Raticate,16.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
121,Youngster Eddie,Route 11,Ekans,21.0,Leer,Poison Sting,Bite,Glare,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
122,Gamer Hugo,Route 11,Poliwag,18.0,Bubble,Hypnosis,Water Gun,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
123,Gamer Hugo,,Horsea,18.0,Bubble,Smokescreen,Leer,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
124,Engineer Bernie,Route 11,Magnemite,18.0,Tackle,Thundershock,Supersonic,Sonicboom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
125,Engineer Bernie,,Magnemite,18.0,Tackle,Thundershock,Supersonic,Sonicboom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
126,Engineer Bernie,,Magneton,18.0,Tackle,Thundershock,Supersonic,Sonicboom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
127,Youngster Dave,Route 11,Nidoran M,18.0,Peck,Focus Energy,Double Kick,Poison Sting,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
128,Youngster Dave,,Nidorino,18.0,Peck,Focus Energy,Double Kick,Poison Sting,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
129,Youngster Dillon,Route 11,Sandshrew,19.0,Scratch,Defense Curl,Sand-Attack,Poison Sting,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
130,Youngster Dillon,,Zubat,19.0,Leech Life,Astonish,Supersonic,Bite,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
131,Gamer Jasper,Route 11,Bellsprout,18.0,Growth,Wrap,Sleep Powder,PoisonPowder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
132,Gamer Jasper,,Oddish,18.0,Sweet Scent,PoisonPowder,Stun Spore,Sleep Powder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
133,Engineer Braxton,Route 11,Magnemite,21.0,Thundershock,Supersonic,SonicBoom,Thunder Wave,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
134,Youngster Yasu,Route 11,Rattata,17.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
135,Youngster Yasu,,Rattata,17.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
136,Youngster Yasu,,Raticate,17.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
137,Gamer Darian,Route 11,Growlithe,18.0,Bite,Roar,Ember,Leer,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
138,Gamer Darian,,Vulpix,18.0,Tail Whip,Roar,Quick Attack,Will-O-Wisp,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
139,Gamer Dirk,Route 11,Voltorb,18.0,Charge,Tackle,Screech,Sonicboom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
140,Gamer Dirk,,Magnemite,18.0,Tackle,Thundershock,Supersonic,Sonicboom,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
141,Fisherman Barny,S.S. Anne,Tentacool,17.0,Poison Sting,Supersonic,Constrict,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
142,Fisherman Barny,,Staryu,17.0,Harden,Water Gun,Rapid Spin,Recover,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
143,Fisherman Barny,,Shellder,17.0,Tackle,Withdraw,Icicle Spear,Supersonic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
144,Sailor Phillip,S.S. Anne,Machop,20.0,Leer,Focus Energy,Karate Chop,Seismic Toss,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
145,Sailor Huey,S.S. Anne,Tentacool,18.0,Poison Sting,Supersonic,Constrict,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
146,Sailor Huey,,Staryu,18.0,Harden,Water Gun,Rapid Spin,Recover,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
147,Sailor Dylan,S.S. Anne,Horsea,17.0,Bubble,Smokescreen,Leer,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
148,Sailor Dylan,,Horsea,17.0,Bubble,Smokescreen,Leer,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
149,Sailor Dylan,,Horsea,17.0,Bubble,Smokescreen,Leer,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
150,Sailor Duncan,S.S. Anne,Horsea,17.0,Bubble,SmokeScreen,Leer,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
151,Sailor Duncan,,Shellder,17.0,Tackle,Withdraw,Icicle Spear,Supersonic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
152,Sailor Duncan,,Tentacool,17.0,Poison Sting,Supersonic,Constrict,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
153,Saillor Leonard,S. S. Anne,Shellder,21.0,Tackle,Withdraw,Icicle Spear,Supersonic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
154,Gentleman Thomas,S.S. Anne,Growlithe,18.0,Bite,Roar,Ember,Leer,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
155,Gentleman Thomas,,Growlithe,18.0,Bite,Roar,Ember,Leer,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
156,Gentleman Arthur,S.S. Anne,Nidoran M,19.0,Peck,Focus Energy,Double Kick,Poison Sting,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
157,Gentleman Arthur,,Nidoran F,19.0,Scratch,Tail Whip,Double Kick,Poison Sting,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
158,Lass Ann,S.S. Anne,Pidgey,18.0,Tackle,Sand-Attack,Gust,Quick Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
159,Lass Ann,,Nidoran F,18.0,Scratch,Tail Whip,Double Kick,Poison Sting,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
160,Youngster Tyler,S.S. Anne,Nidoran M,21.0,Focus Energy,Double Kick,Poison Sting,Horn Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
161,Sailor Trevor,S.S. Anne,Machop,17.0,Low Kick,Leer,Focus Energy,Karate Chop,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
162,Sailor Trevor,,Tentacool,17.0,Poison Sting,Supersonic,Constrict,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
163,Sailor Edmond,S.S. Anne,Machop,18.0,Low Kick,Leer,Focus Energy,Karate Chop,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
164,Sailor Edmond,,Shellder,18.0,Tackle,Withdraw,Icicle Spear,Supersonic,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
165,Fisherman Dale,S.S. Anne,Goldeen,17.0,Tail Whip,Water Sport,Supersonic,Horn Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
166,Fisherman Dale,,Goldeen,17.0,Tail Whip,Water Sport,Supersonic,Horn Attack,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
167,Fisherman Dale,,Tentacool,17.0,Poison Sting,Supersonic,Constrict,,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
168,Gentleman Brooks,S.S. Anne,Pikachu,23.0,Thunder Wave,Quick Attack,Double Team,Slam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
169,Lass Dawn,S.S. Anne,Rattata,18.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
170,Lass Dawn,,Pikachu,18.0,Tail Whip,Thunder Wave,Quick Attack,Double Team,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
171,Gentlman Lamar,S.S. Anne,Growlithe,17.0,Bite,Roar,Ember,Leer,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
172,Gentlman Lamar,,Ponyta,17.0,Quick Attack,Growl,Tail Whip,Ember,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
173,S.S Anne Rival,S.S. Anne,Pidgeotto,19.0,Tackle,Sand-Attack,Gust,Quick Attack,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
174,S.S Anne Rival,,Raticate,16.0,Tackle,Tail Whip,Quick Attack,Hyper Fang,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
175,S.S Anne Rival,,Kadabra,18.0,Teleport,Kinesis,Confusion,Disable,"{'hp': 6, 'atk': 6, 'def': 6, 'spa': 6, 'spd': 6, 'spe': 6}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
176,S.S Anne Rival,,Ivysaur,20.0,Leech Seed,Vine Whip,PoisonPowder,Sleep Powder,"{'hp': 12, 'atk': 12, 'def': 12, 'spa': 12, 'spd': 12, 'spe': 12}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
177,Sailor Dwayne,Vermilion City,Pikachu,21.0,Thunder Wave,Quick Attack,Double Team,Slam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
178,Sailor Dwayne,,Pikachu,21.0,Thunder Wave,Quick Attack,Double Team,Slam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
179,Engineer Baily,Vermilion City,Voltorb,21.0,Tackle,Screech,SonicBoom,Spark,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
180,Engineer Baily,,Magnemite,21.0,Thundershock,Supersonic,SonicBoom,Thunder Wave,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
181,Gentleman Tucker,Vermilion City,Pikachu,23.0,Thunder Wave,Quick Attack,Double Team,Slam,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
182,Leader Surge,Vermilion City,Voltorb,21.0,SonicBoom,Tackle,Screech,Shock Wave,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
183,Leader Surge,,Pikachu,18.0,Quick Attack,Thunder Wave,Double Team ,Shock Wave,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
184,Leader Surge,,Raichu,24.0,Quick Attack,Thunder Wave,Double Team ,Shock Wave,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
185,Picknicker Alicia,Route 9,Oddish,18.0,Sweet Scent,PoisonPowder,Stun Spore,Sleep Powder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
186,Picknicker Alicia,,Bellsprout,18.0,Growth,Wrap,Sleep Powder,PoisonPowder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
187,Picknicker Alicia,,Oddish,18.0,Sweet Scent,PoisonPowder,Stun Spore,Sleep Powder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
188,Picknicker Alicia,,Bellsprout,18.0,Growth,Wrap,Sleep Powder,PoisonPowder,"{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}","{'hp': 0, 'atk': 0, 'def': 0, 'spa': 0, 'spd': 0, 'spe': 0}",Hardy
